Geo Point;Geo Shape;OBJECTID;NCESID;NAME;ADDRESS;CITY;STATE;ZIP;ZIP4;TELEPHONE;TYPE;STATUS;POPULATION;COUNTY;COUNTYFIPS;COUNTRY;LATITUDE;LONGITUDE;NAICS_CODE;NAICS_DESC;SOURCE;SOURCEDATE;VAL_METHOD;VAL_DATE;WEBSITE;LEVEL_;ENROLLMENT;ST_GRADE;END_GRADE;DISTRICTID;FT_TEACHER;SHELTER_ID
36.17831989600006, -86.76888364399997;"{""coordinates"": [-86.76888364399997, 36.17831989600006], ""type"": ""Point""}";1403;470318001269;IDA B. WELLS ELEMENTARY;244 FOSTER ST;NASHVILLE;TN;37207;NOT AVAILABLE;(615) 291-6361;1;1;245;DAVIDSON;47037;USA;36.17831989600006;-86.76888364399997;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470318001269;2010-01-29T00:00:00Z;IMAGERY;2019-02-20T00:00:00Z;http://schools.mnps.org/caldwell-enhanced-option-elementary-school;ELEMENTARY;225;PK;04;4703180;20;NOT AVAILABLE
35.71176322900004, -83.51208158699995;"{""coordinates"": [-83.51208158699995, 35.71176322900004], ""type"": ""Point""}";3951;470378001554;PI BETA PHI ELEMENTARY;125 CHEROKEE ORCHARD RD;GATLINBURG;TN;37738;NOT AVAILABLE;(865) 436-5076;1;1;329;SEVIER;47155;USA;35.71176322900004;-83.51208158699995;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470378001554;2009-10-13T00:00:00Z;IMAGERY;2013-05-28T00:00:00Z;NOT AVAILABLE;ELEMENTARY;301;PK;06;4703780;28;NOT AVAILABLE
36.533272529000044, -84.03174092599994;"{""coordinates"": [-84.03174092599994, 36.533272529000044], ""type"": ""Point""}";8355;470042000136;WHITE OAK ELEMENTARY;5634 WHITE OAK RD;DUFF;TN;37729;NOT AVAILABLE;(423) 784-6051;1;1;145;CAMPBELL;47013;USA;36.533272529000044;-84.03174092599994;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470042000136;2009-10-13T00:00:00Z;IMAGERY/OTHER;2016-09-16T00:00:00Z;NOT AVAILABLE;ELEMENTARY;132;PK;08;4700420;13;NOT AVAILABLE
35.16617451900004, -89.92523193599999;"{""coordinates"": [-89.92523193599999, 35.16617451900004], ""type"": ""Point""}";8779;470014801093;KINGSBURY HIGH;1270 N GRAHAM ST;MEMPHIS;TN;38122;1511;(901) 416-6060;1;1;1394;SHELBY;47157;USA;35.16617451900004;-89.92523193599999;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470014801093;2016-01-05T00:00:00Z;IMAGERY/OTHER;2019-02-07T00:00:00Z;http://www.mcsk12.net;ELEMENTARY;1328;09;12;4700148;66;NOT AVAILABLE
36.03088614100005, -86.62121417199995;"{""coordinates"": [-86.62121417199995, 36.03088614100005], ""type"": ""Point""}";8955;470318002142;CANE RIDGE HIGH SCHOOL;12848 OLD HICKORY BLVD;ANTIOCH;TN;37013;NOT AVAILABLE;(615) 687-4000;1;1;1886;DAVIDSON;47037;USA;36.03088614100005;-86.62121417199995;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470318002142;2011-09-30T00:00:00Z;IMAGERY;2011-10-28T00:00:00Z;http://schools.mnps.org/cane-ridge-high-school;ELEMENTARY;1782;09;12;4703180;104;NOT AVAILABLE
35.739383942000075, -86.64299102899997;"{""coordinates"": [-86.64299102899997, 35.739383942000075], ""type"": ""Point""}";8996;470369001516;EAGLEVILLE SCHOOL;500 HWY 99;EAGLEVILLE;TN;37060;NOT AVAILABLE;(615) 274-6336;1;1;1019;RUTHERFORD;47149;USA;35.739383942000075;-86.64299102899997;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470369001516;2009-10-13T00:00:00Z;IMAGERY/OTHER;2016-09-19T00:00:00Z;http://eag.rcschools.net/;OTHER;947;PK;12;4703690;72;NOT AVAILABLE
35.07009066200004, -87.45226771199998;"{""coordinates"": [-87.45226771199998, 35.07009066200004], ""type"": ""Point""}";9579;470234000853;LORETTO HIGH SCHOOL;525 SECOND SOUTH AVE;LORETTO;TN;38469;NOT AVAILABLE;(931) 231-8850;1;1;501;LAWRENCE;47099;USA;35.07009066200004;-87.45226771199998;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470234000853;2009-10-13T00:00:00Z;IMAGERY/OTHER;2010-07-09T00:00:00Z;http://www.schools.lcss.us/lhs;ELEMENTARY;472;09;12;4702340;29;NOT AVAILABLE
36.48695773500003, -87.82993037499995;"{""coordinates"": [-87.82993037499995, 36.48695773500003], ""type"": ""Point""}";90519;470396002091;STEWART COUNTY MIDDLE SCHOOL;723 SPRING ST;DOVER;TN;37058;NOT AVAILABLE;(931) 232-9112;1;1;459;STEWART;47161;USA;36.48695773500003;-87.82993037499995;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470396002091;2010-01-29T00:00:00Z;IMAGERY;2010-07-20T00:00:00Z;NOT AVAILABLE;ELEMENTARY;433;06;08;4703960;26;10812954
35.969081120000055, -83.93895680799994;"{""coordinates"": [-83.93895680799994, 35.969081120000055], ""type"": ""Point""}";90807;470222000794;MAYNARD ELEMENTARY;737 COLLEGE ST;KNOXVILLE;TN;37921;NOT AVAILABLE;(865) 594-1333;1;1;143;KNOX;47093;USA;35.969081120000055;-83.93895680799994;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470222000794;2009-10-13T00:00:00Z;IMAGERY;2013-05-28T00:00:00Z;NOT AVAILABLE;OTHER;128;KG;05;4702220;15;NOT AVAILABLE
36.005861251000056, -83.09839859699997;"{""coordinates"": [-83.09839859699997, 36.005861251000056], ""type"": ""Point""}";92407;470075000283;PARROTTSVILLE ELEMENTARY;1901 HIGHWAY 321;PARROTTSVILLE;TN;37843;NOT AVAILABLE;(423) 623-1612;1;1;528;COCKE;47029;USA;36.005861251000056;-83.09839859699997;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470075000283;2009-10-13T00:00:00Z;IMAGERY/OTHER;2016-09-16T00:00:00Z;http://www.cocke.k12.tn.us/;HIGH;500;PK;08;4700750;28;10780828
35.933951473000036, -84.03883395499997;"{""coordinates"": [-84.03883395499997, 35.933951473000036], ""type"": ""Point""}";92709;470222000823;WEST HILLS ELEMENTARY;409 VANOSDALE RD;KNOXVILLE;TN;37919;NOT AVAILABLE;(865) 539-7850;1;1;737;KNOX;47093;USA;35.933951473000036;-84.03883395499997;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470222000823;2009-10-13T00:00:00Z;IMAGERY;2013-05-28T00:00:00Z;NOT AVAILABLE;ELEMENTARY;688;PK;05;4702220;49;NOT AVAILABLE
36.13750916600003, -86.79011714199999;"{""coordinates"": [-86.79011714199999, 36.13750916600003], ""type"": ""Point""}";93428;470318002013;MURRELL AT GLENN SCHOOL;322 CLEVELAND ST;NASHVILLE;TN;37207;NOT AVAILABLE;(615) 298-8070;2;1;52;DAVIDSON;47037;USA;36.13750916600003;-86.79011714199999;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470318002013;2015-05-08T00:00:00Z;IMAGERY/OTHER;2015-05-28T00:00:00Z;http://schools.mnps.org/murrell-school;ELEMENTARY;36;01;06;4703180;16;NOT AVAILABLE
36.215740518000075, -85.86901507799996;"{""coordinates"": [-85.86901507799996, 36.215740518000075], ""type"": ""Point""}";95675;470387001599;FORKS RIVER ELEMENTARY;611 COOKEVILLE HWY;ELMWOOD;TN;38560;NOT AVAILABLE;(615) 897-2676;1;1;215;SMITH;47159;USA;36.215740518000075;-85.86901507799996;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470387001599;2009-10-13T00:00:00Z;IMAGERY/OTHER;2016-09-20T00:00:00Z;NOT AVAILABLE;ELEMENTARY;200;PK;08;4703870;15;NOT AVAILABLE
35.018784984000035, -90.01519156499995;"{""coordinates"": [-90.01519156499995, 35.018784984000035], ""type"": ""Point""}";96128;470014802400;CITY UNIVERSITY SCHOOL OF INDEPENDENCE;1475 EAST SHELBY DR;MEMPHIS;TN;38116;NOT AVAILABLE;(901) 775-2219;1;1;18;SHELBY;47157;USA;35.018784984000035;-90.01519156499995;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470014802400;2017-10-25T00:00:00Z;IMAGERY/OTHER;2018-01-12T00:00:00Z;http://www.cityuniversityschool.org;MIDDLE;14;10;10;4700148;4;10823043
35.948171597000055, -83.97312319699995;"{""coordinates"": [-83.97312319699995, 35.948171597000055], ""type"": ""Point""}";98105;470222000822;WEST HIGH SCHOOL;3300 SUTHERLAND AVE;KNOXVILLE;TN;37919;NOT AVAILABLE;(865) 594-4477;1;1;1570;KNOX;47093;USA;35.948171597000055;-83.97312319699995;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470222000822;2009-10-13T00:00:00Z;IMAGERY;2013-05-28T00:00:00Z;NOT AVAILABLE;OTHER;1487;09;12;4702220;83;10787948
36.19625399000006, -82.35424307599999;"{""coordinates"": [-82.35424307599999, 36.19625399000006], ""type"": ""Point""}";70255;470423001724;UNICOI ELEMENTARY;404 MASSACHUSETTS AVE;UNICOI;TN;37692;NOT AVAILABLE;(423) 743-1665;1;1;315;UNICOI;47171;USA;36.19625399000006;-82.35424307599999;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470423001724;2010-01-29T00:00:00Z;IMAGERY;2010-07-13T00:00:00Z;http://www.unicoischools.com/ues;HIGH;293;PK;05;4704230;22;10775280
35.59577074500004, -84.23635121999996;"{""coordinates"": [-84.23635121999996, 35.59577074500004], ""type"": ""Point""}";72542;470300002069;VONORE MIDDLE SCHOOL;414 HALL ST;VONORE;TN;37885;NOT AVAILABLE;(423) 884-2730;1;1;302;MONROE;47123;USA;35.59577074500004;-84.23635121999996;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470300002069;2010-01-29T00:00:00Z;IMAGERY/OTHER;2010-07-09T00:00:00Z;NOT AVAILABLE;ELEMENTARY;284;05;08;4703000;18;10780357
36.474932968000076, -86.70325519399995;"{""coordinates"": [-86.70325519399995, 36.474932968000076], ""type"": ""Point""}";73875;470360001507;WHITE HOUSE HERITAGE HIGH SCHOOL;7744 HIGHWAY 76 E DR;WHITE HOUSE;TN;37188;NOT AVAILABLE;(615) 672-0311;1;1;1064;ROBERTSON;47147;USA;36.474932968000076;-86.70325519399995;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470360001507;2009-10-13T00:00:00Z;IMAGERY/OTHER;2016-09-19T00:00:00Z;http://whhs.rcstn.net;ELEMENTARY;1006;07;12;4703600;58;NOT AVAILABLE
36.113968975000034, -89.28318284699998;"{""coordinates"": [-89.28318284699998, 36.113968975000034], ""type"": ""Point""}";75905;470105000339;NORTHVIEW MIDDLE SCHOOL;820 WILLIAMS ST;NEWBERN;TN;38059;NOT AVAILABLE;(731) 627-3713;1;1;455;DYER;47045;USA;36.113968975000034;-89.28318284699998;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470105000339;2010-01-29T00:00:00Z;IMAGERY;2010-05-13T00:00:00Z;http://nms.dyercs.net/;MIDDLE;429;06;08;4701050;26;NOT AVAILABLE
36.44373436500007, -84.93810323899999;"{""coordinates"": [-84.93810323899999, 36.44373436500007], ""type"": ""Point""}";76198;470014402133;ALVIN C. YORK INSTITUTE;701 NORTH MAIN ST;JAMESTOWN;TN;38556;NOT AVAILABLE;(931) 879-8101;1;1;535;FENTRESS;47049;USA;36.44373436500007;-84.93810323899999;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470014402133;2010-01-29T00:00:00Z;IMAGERY;2010-07-13T00:00:00Z;http://www2.york.k12.tn.us/;ELEMENTARY;493;09;12;4700144;42;NOT AVAILABLE
35.92827057100004, -87.31896095599996;"{""coordinates"": [-87.31896095599996, 35.92827057100004], ""type"": ""Point""}";76331;470186001296;EAST HICKMAN INTERMEDIATE SCHOOL;5198 EAST EAGLE DR;LYLES;TN;37098;NOT AVAILABLE;(931) 670-0227;1;1;400;HICKMAN;47081;USA;35.92827057100004;-87.31896095599996;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470186001296;2010-01-29T00:00:00Z;IMAGERY;2010-07-23T00:00:00Z;http://www.hickman.k12tn.net/ehis/;HIGH;378;03;05;4701860;22;NOT AVAILABLE
36.20001509200006, -86.77184605099995;"{""coordinates"": [-86.77184605099995, 36.20001509200006], ""type"": ""Point""}";77900;470318001368;SHWAB ELEMENTARY;1500 DICKERSON RD;NASHVILLE;TN;37207;NOT AVAILABLE;(615) 262-6725;1;1;303;DAVIDSON;47037;USA;36.20001509200006;-86.77184605099995;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470318001368;2010-01-29T00:00:00Z;IMAGERY/OTHER;2010-02-15T00:00:00Z;http://schools.mnps.org/shwab-elementary-school;ELEMENTARY;276;PK;04;4703180;27;NOT AVAILABLE
35.02073923200004, -84.38905144299997;"{""coordinates"": [-84.38905144299997, 35.02073923200004], ""type"": ""Point""}";23845;470345001440;COPPER BASIN HIGH SCHOOL;205 COUGAR DR;COPPERHILL;TN;37317;NOT AVAILABLE;(423) 496-3291;1;1;335;POLK;47139;USA;35.02073923200004;-84.38905144299997;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470345001440;2009-10-13T00:00:00Z;IMAGERY/OTHER;2016-09-19T00:00:00Z;http://www.copperbasinhighschool.com/cbes/index.html;HIGH;310;07;12;4703450;25;NOT AVAILABLE
36.43156451300007, -82.97611479299997;"{""coordinates"": [-82.97611479299997, 36.43156451300007], ""type"": ""Point""}";24744;470174001424;JOSEPH ROGERS PRIMARY SCHOOL;2001 EAST MAIN ST;ROGERSVILLE;TN;37857;NOT AVAILABLE;(423) 272-9110;1;1;330;HAWKINS;47073;USA;36.43156451300007;-82.97611479299997;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470174001424;2010-01-29T00:00:00Z;IMAGERY;2010-07-12T00:00:00Z;http://www.hck12.net/jrp;ELEMENTARY;306;PK;02;4701740;24;NOT AVAILABLE
35.472514914000044, -86.09634367399997;"{""coordinates"": [-86.09634367399997, 35.472514914000044], ""type"": ""Point""}";25704;470261000931;WESTWOOD MIDDLE SCHOOL;505 TAYLOR ST;MANCHESTER;TN;37355;NOT AVAILABLE;(931) 728-2071;1;1;475;COFFEE;47031;USA;35.472514914000044;-86.09634367399997;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470261000931;2009-10-13T00:00:00Z;IMAGERY/OTHER;2019-01-28T00:00:00Z;http://www.wms.manchestercitysch.org/;ELEMENTARY;442;06;08;4702610;33;NOT AVAILABLE
35.036351489000026, -89.80572920899994;"{""coordinates"": [-89.80572920899994, 35.036351489000026], ""type"": ""Point""}";25991;470014802200;LOWRANCE ELEMENTARY/MIDDLE;7740 LOWRANCE RD;MEMPHIS;TN;38125;NOT AVAILABLE;(901) 759-3000;1;1;986;SHELBY;47157;USA;35.036351489000026;-89.80572920899994;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470014802200;2016-01-05T00:00:00Z;IMAGERY;2016-01-07T00:00:00Z;http://www.scsk12.org;ELEMENTARY;930;PK;08;4700148;56;NOT AVAILABLE
35.48184742500007, -86.98729127399997;"{""coordinates"": [-86.98729127399997, 35.48184742500007], ""type"": ""Point""}";26333;470276000967;CULLEOKA UNIT SCHOOL;1921 WARRIOR LN;CULLEOKA;TN;38451;NOT AVAILABLE;(931) 987-2511;1;1;990;MAURY;47119;USA;35.48184742500007;-86.98729127399997;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470276000967;2009-10-13T00:00:00Z;IMAGERY/OTHER;2016-09-19T00:00:00Z;http://www.maury-lea.maury.k12.tn.us;ELEMENTARY;926;PK;12;4702760;64;NOT AVAILABLE
35.569092504000025, -88.81336785899998;"{""coordinates"": [-88.81336785899998, 35.569092504000025], ""type"": ""Point""}";28060;470258000925;SOUTH SIDE HIGH SCHOOL;84 HARTS BRIDGE RD;JACKSON;TN;38301;NOT AVAILABLE;(731) 422-9923;1;1;1003;MADISON;47113;USA;35.569092504000025;-88.81336785899998;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470258000925;2009-10-13T00:00:00Z;IMAGERY/OTHER;2016-09-19T00:00:00Z;NOT AVAILABLE;MIDDLE;941;09;12;4702580;62;10790970
35.98237874500006, -83.87432455599998;"{""coordinates"": [-83.87432455599998, 35.98237874500006], ""type"": ""Point""}";28071;470222000809;SARAH MOORE GREENE MAGNET TECHNOLOGY ACADEMY;3001 BROOKS RD;KNOXVILLE;TN;37914;NOT AVAILABLE;(865) 594-1328;1;1;585;KNOX;47093;USA;35.98237874500006;-83.87432455599998;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470222000809;2009-10-13T00:00:00Z;IMAGERY;2013-05-28T00:00:00Z;NOT AVAILABLE;HIGH;545;PK;05;4702220;40;NOT AVAILABLE
35.93850264100007, -84.54447949499996;"{""coordinates"": [-84.54447949499996, 35.93850264100007], ""type"": ""Point""}";28341;470359000567;HARRIMAN HIGH SCHOOL;920 NORTH ROANE ST;HARRIMAN;TN;37748;NOT AVAILABLE;(865) 882-1821;1;1;352;ROANE;47145;USA;35.93850264100007;-84.54447949499996;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470359000567;2010-01-29T00:00:00Z;IMAGERY/OTHER;2011-01-05T00:00:00Z;http://hhs.roaneschools.com;MIDDLE;330;09;12;4703590;22;10822376
36.512949105000075, -87.30045257599994;"{""coordinates"": [-87.30045257599994, 36.512949105000075], ""type"": ""Point""}";28627;470303001205;BARKSDALE ELEMENTARY;1920 MADISON ST;CLARKSVILLE;TN;37043;5065;(931) 648-5685;1;1;637;MONTGOMERY;47125;USA;36.512949105000075;-87.30045257599994;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470303001205;2009-10-13T00:00:00Z;IMAGERY/OTHER;2016-09-19T00:00:00Z;http://barksdaleelem.cmcss.net;ELEMENTARY;597;PK;05;4703030;40;10785023
